Age,Height,Weight,Bmi,BmiClass
16,1.642,56.6,20.992788272523484,Normal Weight
16,1.59,42.8,16.929710058937538,Underweight
16,1.58,40.1,16.06313090850825,Underweight
16,1.55,35.7,14.859521331945889,Underweight
16,1.52,32.2,13.936980609418283,Underweight
16,1.49,29.9,13.467861808026665,Underweight
16,1.47,28.0,12.957563977972143,Underweight
16,1.46,26.3,12.33814974666917,Underweight
15,1.55,85.0,35.37981269510926,Obese Class 2
15,1.62,85.0,32.38835543362292,Obese Class 1
15,1.65,100.0,36.73094582185492,Obese Class 2
15,1.7,120.0,41.52249134948097,Obese Class 3
15,1.55,40.0,16.649323621227886,Underweight
15,1.65,55.0,20.202020202020204,Normal Weight
15,1.66,56.0,20.322252866889244,Normal Weight
15,1.64,54.0,20.077334919690664,Normal Weight
15,1.63,53.0,19.94805976890361,Normal Weight
15,1.62,52.0,19.81405273586343,Normal Weight
15,1.605,55.2,21.42836346696946,Normal Weight
15,1.597,54.0,21.173074593133887,Normal Weight
22,1.78,115.0,36.295922232041406,Obese Class 2
32,1.76,130.5,42.12939049586777,Obese Class 3
42,1.73,146.2,48.84894249724347,Obese Class 3
25,1.81,128.7,39.28451512469094,Obese Class 2
35,1.75,141.5,46.204081632653065,Obese Class 3
45,1.7,155.8,53.91003460207614,Obese Class 3
28,1.85,142.0,41.49013878743608,Obese Class 3
38,1.8,159.6,49.25925925925925,Obese Class 3
48,1.68,175.0,62.00396825396826,Obese Class 3
30,1.8,150.0,46.29629629629629,Obese Class 3
40,1.74,165.3,54.59770114942529,Obese Class 3
50,1.66,182.7,66.30134997822616,Obese Class 3
24,1.77,124.5,39.73953844680647,Obese Class 2
34,1.76,138.9,44.8411673553719,Obese Class 3
44,1.72,154.0,52.05516495402921,Obese Class 3
27,1.83,136.2,40.670070769506395,Obese Class 3
37,1.78,152.3,48.06842570382528,Obese Class 3
47,1.67,168.9,60.56151170712467,Obese Class 3
29,1.79,132.1,41.22842607908617,Obese Class 3
39,1.77,146.3,46.697947588496284,Obese Class 3
49,1.65,162.5,59.68778696051424,Obese Class 3
26,1.82,132.0,39.85025963047941,Obese Class 2
36,1.76,144.0,46.48760330578513,Obese Class 3
46,1.71,158.7,54.273109674771725,Obese Class 3
31,1.78,127.8,40.33581618482515,Obese Class 3
41,1.75,151.0,49.30612244897959,Obese Class 3
17,1.65,60.5,22.222222222222225,Normal Weight
25,1.75,70.2,22.922448979591838,Normal Weight
32,1.8,76.8,23.703703703703702,Normal Weight
22,1.68,63.5,22.498582766439913,Normal Weight
39,1.7,72.9,25.224913494809694,Overweight
48,1.62,68.7,26.17741197988111,Overweight
19,1.7,67.3,23.28719723183391,Normal Weight
28,1.78,74.6,23.545006943567728,Normal Weight
35,1.75,71.8,23.444897959183674,Normal Weight
44,1.69,70.3,24.613984104198035,Normal Weight
20,1.72,66.0,22.30935640886966,Normal Weight
29,1.79,75.3,23.501139165444275,Normal Weight
37,1.72,69.5,23.49242833964305,Normal Weight
47,1.66,68.0,24.677021338365513,Normal Weight
21,1.69,65.7,23.003396239627467,Normal Weight
31,1.76,72.0,23.243801652892564,Normal Weight
38,1.71,70.2,24.007386888273317,Normal Weight
49,1.64,67.3,25.02230814991077,Overweight
24,1.73,68.5,22.887500417655115,Normal Weight
33,1.81,78.4,23.930893440371175,Normal Weight
41,1.67,68.9,24.70508085625157,Normal Weight
50,1.63,67.0,25.21735857578381,Overweight
23,1.71,67.0,22.91303307000445,Normal Weight
30,1.77,73.5,23.46069137221105,Normal Weight
36,1.74,70.8,23.384859294490685,Normal Weight
46,1.68,69.2,24.518140589569164,Normal Weight
18,1.66,62.3,22.608506314414285,Normal Weight
27,1.74,71.5,23.616065530453163,Normal Weight
34,1.78,73.2,23.10314354248201,Normal Weight
42,1.65,66.2,24.315886134067956,Normal Weight
16,1.6,55.0,21.484374999999996,Normal Weight
26,1.72,68.5,23.154407787993513,Normal Weight
37,1.76,73.2,23.63119834710744,Normal Weight
47,1.66,63.7,23.116562636086517,Normal Weight
18,1.68,62.8,22.25056689342404,Normal Weight
29,1.79,71.4,22.28394869073999,Normal Weight
40,1.73,70.0,23.38868655818771,Normal Weight
49,1.65,63.3,23.25068870523416,Normal Weight
19,1.66,59.5,21.59239367106982,Normal Weight
30,1.76,68.0,21.952479338842977,Normal Weight
42,1.69,67.2,23.528587934596132,Normal Weight
50,1.64,62.7,23.31201665675194,Normal Weight
21,1.72,65.7,22.2079502433748,Normal Weight
32,1.78,70.5,22.25097841181669,Normal Weight
44,1.7,66.9,23.148788927335644,Normal Weight
22,1.69,64.3,22.51321732432338,Normal Weight
34,1.75,69.8,22.791836734693877,Normal Weight
46,1.68,63.8,22.604875283446713,Normal Weight
23,1.7,63.5,21.972318339100347,Normal Weight
35,1.77,70.3,22.43927351655016,Normal Weight
48,1.65,63.1,23.177226813590455,Normal Weight
25,1.71,66.7,22.810437399541744,Normal Weight
36,1.75,70.1,22.889795918367344,Normal Weight
45,1.67,63.5,22.76883359030442,Normal Weight
27,1.74,68.2,22.52609327520148,Normal Weight
38,1.78,71.0,22.408786769347305,Normal Weight
16,1.62,50.0,19.05197378448407,Normal Weight
26,1.67,55.5,19.900319122234574,Normal Weight
36,1.7,57.8,20.0,Normal Weight
46,1.73,60.2,20.11427044004143,Normal Weight
17,1.63,51.2,19.2705784937333,Normal Weight
27,1.68,56.0,19.841269841269845,Normal Weight
37,1.71,58.1,19.869361512944156,Normal Weight
47,1.74,61.0,20.147971991015986,Normal Weight
18,1.64,52.5,19.51963117192148,Normal Weight
28,1.69,56.7,19.852246069815486,Normal Weight
38,1.72,59.0,19.94321254732288,Normal Weight
48,1.75,62.3,20.34285714285714,Normal Weight
19,1.65,53.8,19.761248852157944,Normal Weight
29,1.7,57.3,19.826989619377162,Normal Weight
39,1.73,59.9,20.014033211934912,Normal Weight
49,1.76,63.6,20.53202479338843,Normal Weight
20,1.66,55.0,19.959355494266223,Normal Weight
30,1.71,58.5,20.006155740227765,Normal Weight
40,1.74,60.7,20.048883604174925,Normal Weight
50,1.77,64.9,20.715630885122412,Normal Weight
21,1.67,56.2,20.151314138190685,Normal Weight
31,1.72,59.0,19.94321254732288,Normal Weight
41,1.75,61.5,20.081632653061224,Normal Weight
22,1.68,57.5,20.37273242630386,Normal Weight
32,1.73,60.8,20.314744896254467,Normal Weight
42,1.76,62.2,20.080061983471076,Normal Weight
23,1.69,58.7,20.552501663107037,Normal Weight
33,1.74,61.2,20.214030915576696,Normal Weight
43,1.77,63.4,20.236841265281367,Normal Weight
24,1.7,60.0,20.761245674740486,Normal Weight
34,1.75,61.8,20.179591836734694,Normal Weight
44,1.78,64.8,20.45196313596768,Normal Weight
25,1.71,61.2,20.929516774392123,Normal Weight
35,1.76,62.4,20.144628099173556,Normal Weight
45,1.79,65.7,20.50497799694142,Normal Weight
16,1.65,65.5,24.05876951331497,Normal Weight
26,1.7,75.6,26.15916955017301,Overweight
36,1.75,85.8,28.016326530612243,Overweight
46,1.8,95.9,29.598765432098766,Overweight
17,1.67,68.0,24.38237297859371,Normal Weight
27,1.72,78.2,26.433207138994053,Overweight
37,1.77,88.3,28.18474895464266,Overweight
47,1.82,98.4,29.70655717908465,Overweight
18,1.69,70.5,24.684009663527192,Normal Weight
28,1.74,80.8,26.68780552252609,Overweight
38,1.79,90.9,28.369901064261416,Overweight
48,1.84,101.0,29.832230623818525,Overweight
19,1.7,73.0,25.25951557093426,Overweight
29,1.76,83.3,26.891787190082646,Overweight
39,1.81,93.5,28.540032355544703,Overweight
49,1.86,104.6,30.23470921493814,Obese Class 1
20,1.72,75.6,25.554353704705246,Overweight
30,1.78,85.7,27.04835248074738,Overweight
40,1.83,96.1,28.695989727970375,Overweight
50,1.88,107.2,30.33046627433228,Obese Class 1
21,1.74,78.1,25.79601004095653,Overweight
31,1.8,88.2,27.22222222222222,Overweight
41,1.85,98.7,28.838568298027756,Overweight
22,1.76,80.7,26.052427685950416,Overweight
32,1.82,90.6,27.351769110010864,Overweight
42,1.87,101.3,28.96851497040235,Overweight
23,1.78,83.3,26.29087236460043,Overweight
33,1.84,93.1,27.498818525519845,Overweight
43,1.89,104.0,29.114526469023826,Overweight
24,1.8,85.8,26.481481481481477,Overweight
34,1.86,95.7,27.66215747485258,Overweight
44,1.91,106.9,29.302924810175163,Overweight
25,1.82,88.4,26.687598116169543,Overweight
35,1.88,98.5,27.868945224083298,Overweight
45,1.93,109.9,29.504147762356038,Overweight
